Zipcode,Total Population 2014,Total Population 2014 Margin of Error,Total Unemployment 2014,Total Unemployment 2014 margin of Error,Age Group 16-19 2014,Age Group 16-19 2014 Margin of Error,Age Group 16-19 2014 Unemployment,Age Group 16-19 2014 Unemployment Margin of Error,Age Group 20-24 2014,Age Group 20-24 2014 Margin of Error,Age Group 20-24 2014 Unemployment,Age Group 20-24 2014 Unemployment Margin of Error,Age Group 25-44 2014,Age Group 25-44 2014 Margin of Error,Age Group 25-44 2014 Unemployment,Age Group 25-44 2014 Unemployment Margin of Error,Age Group 45-54 2014,Age Group 45-54 2014 Margin of Error,Age Group 45-54 2014 Unemployment,Age Group 45-54 2014 Unemployment Margin of Error,Age Group 55-64 2014,Age Group 55-64 2014 Margin of Error,Age Group 55-64 2014 Unemployment,Age Group 55-64 2014 Unemployment Margin of Error,Age Group 65-74 2014,Age Group 65-74 2014 Margin of Error,Age Group 65-74 2014 Unemployment,Age Group 65-74 2014 Unemployment Margin of Error,Age Group 75+ 2014,Age Group 75+ 2014 Margin of Error,Age Group 75+ 2014 Unemployment,Age Group 75+ 2014 Unemployment Margin of Error
81125,2450,199,8.4,3.8,175,73,23.1,22.4,237,68,9.8,14.1,734,102,7.5,7.4,425,86,13,10.9,509,78,3.9,4.5,171,52,0,41.9,199,48,0,82.3
81126,196,113,0,44.2,8,11,0,100,0,12,-,**,23,34,0,61.8,27,30,0,100,64,49,-,**,70,55,0,100,4,6,-,**
81128,80,74,54.5,54.3,0,12,-,**,0,12,-,**,51,72,66.7,54.2,5,7,-,**,18,14,-,**,6,10,0,100,0,12,-,**
81129,157,98,9.4,12.7,0,12,-,**,0,12,-,**,47,65,0,100,19,20,-,**,55,35,0,45.8,15,17,100,100,21,25,-,**
81130,689,96,0.6,1.6,4,4,0,100,11,12,0,100,84,37,0,35.1,103,29,2.5,7,189,54,0,22.8,197,55,0,37.6,101,39,0,93.8
81131,926,139,13.8,8.3,24,18,66.7,48.8,0,12,-,**,263,94,18,16.2,171,58,9.3,12.6,255,77,7.4,11.3,191,59,6.8,9.2,22,15,-,**
81132,2549,241,9.7,3.5,170,94,57.1,56.8,297,92,27,15.5,604,121,8.9,6.1,518,93,3.1,3.2,426,103,4.5,4.5,317,83,2.5,3.8,217,59,25.6,38.6
81133,751,126,11.7,8.4,77,68,0,38.9,29,28,28.6,47.5,63,47,23.9,34.4,145,54,20.5,21.6,226,60,0,24.4,137,48,69.2,52.8,74,22,0,52.4
81136,137,46,6.1,10,15,10,-,**,8,9,50,50,19,12,0,82.3,17,16,0,82.3,42,24,0,54.1,27,25,0,100,9,9,-,**
81137,4508,331,8.1,2.3,331,97,28.9,18,344,113,20.1,15.4,1146,161,7.8,3.6,1060,133,4.6,2.4,908,134,5.7,3,457,81,4.1,5.6,262,68,0,100
81138,42,34,0,58.2,0,12,-,**,0,12,-,**,11,20,0,89.4,7,11,0,100,24,23,0,100,0,12,-,**,0,12,-,**
81140,2041,230,8.3,4,165,46,42.9,27,133,60,9.4,12.1,573,131,5.8,4.8,279,81,5.1,8.3,342,92,2.4,3.7,239,57,0,44.2,310,67,0,44.2
81141,1014,128,9.8,5,122,39,64.7,31.3,101,37,14.1,18.5,271,74,3.7,3.4,168,50,3.4,5.8,155,41,10.3,8.3,105,36,0,82.3,92,34,0,100
81143,598,128,21.3,11.8,68,42,0,68,18,14,100,100,100,43,52.6,26.3,154,57,5.4,9.4,141,47,16.7,19.2,75,32,20,31.1,42,24,-,**
81144,5398,270,7.2,3.4,351,94,3.1,6.9,316,93,10.9,14.8,1641,173,3,2.6,970,116,14.4,8.9,1036,134,7.4,7.3,529,77,0,28.5,555,65,0,68
81146,514,108,3,2.8,48,43,0,58.2,35,26,0,50.1,123,46,6.7,8.4,90,42,4.1,6,136,65,0,32.4,43,22,0,79.3,39,29,-,**
81147,9744,152,8.6,2.6,539,136,15.9,17.1,573,159,17.6,14.9,2298,168,4,2.5,1683,108,9.4,5,2348,79,9.9,5.1,1471,53,9.4,13.7,832,53,0,37
81148,255,66,23,10,29,16,75,44.1,32,24,36.4,30.4,84,31,18.5,18.1,32,17,18.5,20.5,40,20,0,79.3,22,16,0,100,16,15,-,**
81149,814,139,11.4,6.5,47,35,0,57.1,17,15,0,98.9,159,52,8.2,11.7,121,48,14.1,17,260,92,9.4,12.9,169,41,26.2,19.9,41,21,0,100
81151,990,146,5,2.9,38,25,37.5,43.9,67,33,7.5,12.9,342,73,5,4.4,202,62,0,20,167,57,5,6.6,128,52,6.1,9.7,46,25,-,**
81152,1061,145,24.6,13.1,43,53,-,**,56,53,11.8,15.9,251,82,53.1,22,150,55,0,25.3,175,47,0,32.4,203,52,0,82.3,183,20,-,**
81154,1217,208,11,9.5,92,66,17.5,28.3,94,77,57.4,45.5,286,87,1.7,2.6,117,51,0,32.7,235,79,2,5.4,266,79,0,32.9,127,47,0,100
81155,362,114,21.8,18.7,0,12,-,**,52,70,75,8.9,4,5,0,100,82,46,0,41.5,96,47,12.7,19.2,111,47,0,53.3,17,13,0,100
81201,7622,300,5.9,2.2,340,95,0,38.6,373,115,10.8,10.8,2103,249,7.3,3.7,1343,194,7.2,4.6,1531,175,1.8,1.9,992,134,0,17.3,940,135,0,44.2
81210,122,89,0,24.4,0,12,-,**,0,12,-,**,0,12,-,**,97,83,0,27.8,25,32,0,71.9,0,12,-,**,0,12,-,**
81211,6392,419,6.6,4.4,177,88,17.9,29.1,282,97,13.5,14.3,1978,360,4.2,5.2,1065,211,3.4,3.4,1255,187,6.9,8.6,1070,146,14.6,20.7,565,120,0,42.8
81212,25740,680,8,1.8,1024,167,27.6,17.1,1774,246,10.6,7,8395,495,6.2,2.6,4535,235,6.9,3.4,4184,273,7.2,3.5,3148,203,5.1,4.5,2680,168,12.1,19
81220,113,46,0,49.4,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,48,23,0,71.9,51,31,0,68,14,28,-,**
81221,210,63,25.8,22.1,5,5,-,**,2,3,0,100,53,38,36.7,35.8,35,22,16.7,25.8,39,19,10.5,18.2,48,28,20,51.7,28,19,-,**
81222,257,116,2.9,5.6,20,32,-,**,0,12,-,**,110,62,0,27.4,64,76,10.5,27.2,33,41,0,51.6,21,34,0,64.7,9,14,-,**
81223,1340,272,10.4,7.8,39,44,-,**,6,10,-,**,135,96,34.8,38.5,322,106,6.9,8.3,426,135,10.9,10.8,299,79,0,50.9,113,69,0,85.6
81224,2876,314,8,4.1,159,107,4.2,9.4,115,82,16.7,26.3,1577,236,4.4,3.3,270,87,13.4,12.4,486,144,18.1,15.9,195,76,0,41.5,74,51,-,**
81225,763,155,3.6,6.4,21,25,0,100,63,57,34.9,48.2,241,94,0,13.3,243,92,0,13.9,112,53,0,33.2,66,44,0,53.3,17,22,-,**
81226,7861,606,13.7,3.5,351,103,31.1,21.9,370,129,16.2,14.8,3567,539,16.2,9.6,1386,189,9.9,7.3,866,178,8.7,6.6,758,137,6.5,8.5,563,125,0,85.6
81227,12,19,0,85.6,0,12,-,**,0,12,-,**,0,12,-,**,12,19,0,85.6,0,12,-,**,0,12,-,**,0,12,-,**
81230,7823,363,7.4,2.7,596,145,24.5,21,1604,208,14.3,7.9,2416,239,4.5,2.9,1075,155,3.5,2,1198,165,5,4.3,587,99,0,15.7,347,70,0,89.4
81231,567,172,46.7,15.8,496,174,54,16.6,71,48,0,46.3,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81232,5,9,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,5,9,-,**,0,12,-,**,0,12,-,**
81233,1045,207,14.2,11,0,12,-,**,141,106,0,27.8,157,92,46.9,28.4,99,46,0,30.2,304,107,5.3,8.1,194,92,0,50.9,150,67,0,66.3
81235,652,101,4,3.1,25,23,44.4,19.5,4,6,0,100,106,46,1.2,3.4,130,50,9.9,9.9,190,56,0,23.9,132,32,0,38.3,65,34,0,100
81236,795,169,6,9.5,20,29,0,66.3,23,40,0,61.8,88,79,0,29.9,144,107,21.2,27,168,68,0,34.4,237,83,0,38,115,67,-,**
81237,103,73,53.7,22,0,12,-,**,0,12,-,**,0,12,-,**,60,76,60,8.7,7,11,0,100,22,34,-,**,14,22,-,**
81239,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81240,2954,326,8.5,3.8,164,85,0,37.6,139,95,12.7,22.9,696,184,13.8,9.4,407,130,8.2,7.2,854,136,3.4,3.8,518,114,9.9,12.2,176,66,0,93.8
81241,63,36,0,60.5,2,4,-,**,0,12,-,**,2,4,-,**,22,21,0,71.9,15,16,0,100,12,11,0,100,10,14,-,**
81242,812,183,5.8,4.6,81,43,18.6,36.1,77,53,0,32.9,211,80,0,15.5,136,62,14.2,15.5,131,46,8.8,11.8,83,36,0,63.2,93,50,0,98.9
81243,114,49,6.6,9.8,5,9,0,100,5,9,0,100,15,15,26.7,42.2,33,27,0,71.9,23,14,0,68,31,25,-,**,2,4,-,**
81244,258,67,13.6,17.2,26,26,0,58.2,16,25,93.8,34.2,66,33,4.1,7.6,48,24,0,50.9,37,21,0,100,36,24,100,100,29,20,-,**
81248,79,72,0,35.1,0,12,-,**,0,12,-,**,70,71,0,35.1,0,12,-,**,0,12,-,**,9,13,-,**,0,12,-,**
81251,141,72,11.6,12.3,16,19,0,100,0,12,-,**,27,28,0,57.1,61,44,17.5,21.3,18,23,0,69.9,12,13,100,100,7,11,-,**
81252,3265,178,14.5,6.5,180,79,33.3,42.5,132,53,17.1,17.7,467,114,0.3,1.2,483,116,25.2,13.9,1013,195,15.8,13.4,714,123,3.3,5.4,276,92,0,100
81253,498,152,0,15.7,13,18,-,**,0,12,-,**,65,65,0,36.7,58,63,0,82.3,140,86,0,28.3,33,28,0,74.1,189,127,-,**
81301,24580,707,5.5,1.4,2076,193,18.6,8.6,2643,318,9.1,5.1,8423,359,3.2,1.5,3645,235,6.1,3.9,4077,301,4.1,2.5,2216,207,6.8,7.7,1500,146,0,33.2
81303,6278,514,8.1,2.7,286,107,22.1,15.5,540,216,24.5,15.9,1983,330,6.4,4,1212,166,5.6,3.8,1226,168,4.9,3.7,709,132,0,12.5,322,93,0,79.3
81320,169,63,0,38.9,0,12,-,**,0,12,-,**,5,6,0,100,16,15,0,100,67,38,0,44.2,62,34,0,100,19,12,-,**
81321,11223,398,10.4,2.8,852,183,31.4,21.9,667,124,16.4,13.6,3192,272,7.3,3.8,1959,239,7.9,4.2,2004,194,10,6.4,1293,162,9.9,10.6,1256,130,30.8,56.4
81323,3964,392,8.4,3.6,177,102,0,22.8,281,112,20.1,19.8,1162,228,5.2,4.7,660,181,13.8,9.3,860,177,0,6.3,554,115,33.9,26.3,270,86,0,74.1
81324,941,115,11,6.1,19,19,-,**,31,24,41.4,47.2,264,84,10.2,10.2,150,58,7.5,10.6,195,72,11.8,10.7,158,45,0,59.4,124,52,0,90.1
81325,144,60,7.7,11.9,7,12,100,100,6,9,0,100,42,43,0,52.4,23,26,0,76.6,61,28,0,53.3,0,12,-,**,5,7,-,**
81326,1677,176,3.5,2,141,51,16.9,17.9,63,34,12.8,14.7,370,71,3.2,3.1,382,86,0,11.4,441,88,3.7,2.8,204,64,0,38.6,76,38,0,100
81327,601,186,7.6,11.6,45,45,100,69.9,0,12,-,**,109,97,0,44.2,97,64,0,38.6,206,131,0,25.9,63,46,0,100,81,49,-,**
81328,3473,337,8.2,3.3,97,64,0,76.6,178,77,3.7,7.6,886,192,9.7,6,521,122,7,5.4,882,159,11,7.5,620,132,0,16.9,289,97,0,100
81330,50,57,0,59.3,0,12,-,**,0,12,-,**,25,41,-,**,25,21,0,59.3,0,12,-,**,0,12,-,**,0,12,-,**
81331,299,124,10.7,16.9,0,12,-,**,0,12,-,**,41,44,0,58.2,61,47,0,50.9,117,94,27,42.1,80,107,0,49.4,0,12,-,**
81332,154,48,8.6,8.4,12,13,0,100,11,10,0,100,41,22,0,47.5,23,16,26.1,22.8,30,21,12.5,20.5,24,15,-,**,13,9,-,**
81334,929,175,6.4,3.9,132,53,0,64.7,96,62,36.4,37.7,279,79,8.1,6.2,231,55,0,16.7,106,69,1.8,7.4,74,35,0,74.1,11,11,-,**
81335,94,102,21.3,39,0,12,-,**,0,12,-,**,20,30,100,66.3,13,20,0,82.3,61,96,0,38,0,12,-,**,0,12,-,**
81401,17968,498,10.9,2.6,891,217,32.7,18.3,1093,153,24.9,10.6,5027,304,10.5,4.2,3154,258,4.7,3,3127,265,6.8,3.4,2513,225,14,10,2163,212,0,30.2
81403,8908,447,9,2.6,692,214,13,15.5,519,133,14,9.9,2030,249,10,5.1,1556,262,5,3.2,1866,212,10,4.7,1460,206,9.2,9.3,785,174,0,69.9
81410,1311,232,2,2.6,47,48,0,66.3,0,12,-,**,208,114,0,18.7,236,91,2.8,5.1,321,137,4.1,7.3,209,86,0,35.7,290,93,0,100
81411,14,10,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,14,10,-,**,0,12,-,**
81413,4142,294,12.9,4.8,171,63,32.3,36.2,192,91,20.5,16.7,870,140,13.3,8.2,614,140,8.1,6.4,841,154,11,8.9,860,151,14.6,12.1,594,115,0,100
81415,1179,270,6.5,4.8,68,49,39.4,54.2,23,20,33.3,57.4,308,139,2.7,3.9,259,126,1,2.5,228,112,13.2,17.8,143,68,0,89.4,150,121,-,**
81416,10927,378,11.9,3.5,744,165,16.5,12.2,662,206,47.9,17,3277,259,9,4.8,1774,230,12.9,8,1891,243,4.3,3.2,1398,206,4,6.6,1181,183,0,35.4
81418,1478,202,15.2,8,125,79,-,**,58,45,25,34.4,192,89,4.6,7.2,315,90,20.7,13.4,262,106,12.8,18.5,305,110,16.5,24.6,221,80,-,**
81419,3182,344,17.4,5.8,181,76,64.6,24.1,191,100,0,25,767,198,14.3,8,491,134,21.2,13.2,676,156,14.2,11.4,535,136,19.4,18.2,341,115,0,42.8
81422,501,107,11.2,6.5,48,30,0,48.8,31,20,40.9,34.3,110,48,3.8,6.4,101,54,15.2,12.8,75,41,6.1,9.6,89,40,16.1,23.2,47,20,-,**
81423,1222,165,2.2,2.1,6,7,-,**,31,26,0,53.3,369,96,4,4.4,267,82,0,14.1,311,89,2.7,4.2,181,59,0,41.9,57,44,0,100
81424,941,154,17.3,9,53,42,92,31.1,59,38,61.8,32.1,175,65,14.7,12,200,57,10,8.8,267,74,0,17.1,108,38,23.8,35.7,79,29,-,**
81425,3856,359,8.1,3.2,372,154,6.7,18.3,122,71,4.6,7.7,1335,233,10.3,5.5,645,141,6.5,6.7,607,164,3.5,4.4,490,115,1.9,3,285,102,35.1,36.9
81426,78,25,5.6,8.1,0,12,-,**,2,4,0,100,40,17,0,48.8,19,15,0,68,12,12,33.3,51.2,4,4,0,100,1,4,-,**
81427,804,147,5.6,3.9,46,44,30.8,42.3,46,43,0,43.7,140,69,0,22.2,181,67,4.8,7.2,156,50,10.5,11.2,188,62,4.4,6.1,47,33,-,**
81428,3127,253,9.8,6,239,74,19.6,31.7,189,99,46.7,41.9,727,171,8.9,7.7,625,155,7.6,7.9,633,120,4.6,5.1,438,101,0,17,276,88,0,100
81429,82,35,0,42.4,0,12,-,**,0,12,-,**,8,10,0,100,0,12,-,**,41,32,0,48.8,28,27,0,100,5,7,0,100
81430,525,209,0.2,1,32,51,-,**,7,12,0,100,140,92,0.8,3.4,145,79,0,19.9,133,83,0,27.4,68,53,0,52.4,0,12,-,**
81431,381,104,0,10.5,28,23,0,89.4,15,22,0,76.6,110,68,0,25.9,75,49,0,38.6,104,50,0,28.7,20,14,0,100,29,21,-,**
81432,2410,200,11.6,5.9,163,73,43.3,44.7,52,37,30.8,33.1,551,73,10,7.2,467,112,15,15.1,583,111,3.5,2.4,439,77,5.9,5.6,155,49,-,**
81433,562,103,19.4,8.8,10,11,100,100,58,53,27.7,50.5,182,62,11.1,9.4,112,45,20.9,20,111,47,31.5,26.5,68,27,14.6,24.4,21,15,0,89.4
81434,143,80,3.9,6.9,54,53,0,98.9,0,12,-,**,8,12,0,100,37,34,0,48.8,39,24,13.6,18.5,5,8,-,**,0,12,-,**
81435,4343,226,7.2,2.3,139,53,0,26.3,347,54,14.2,11.4,1930,151,6.9,3.7,794,105,9.9,7.1,777,129,1.9,2.3,262,76,4.7,7.8,94,63,-,**
81501,19883,805,11.7,2,2385,401,22.1,7,3275,446,13.4,5.1,6259,476,7.9,2.5,3068,408,16,5.5,2028,257,7.7,5,1500,202,6.4,5.2,1368,213,23.5,23
81503,11622,455,11.4,2.7,648,240,29.7,22.6,1018,301,12.4,10.2,3471,369,10.9,5.1,1980,293,8.4,4.5,2294,303,10.8,6,1151,177,12.8,11.3,1060,157,0,27.8
81504,22792,638,8.9,2,1058,215,16.5,12.6,2125,441,9.4,7.3,8362,619,10.9,3.4,3482,422,4.1,2.5,3747,343,6.7,4.3,2206,265,7.2,6.5,1812,240,0,38.3
81505,7337,595,5.6,2.1,396,146,24,19.7,617,224,11.9,8.6,2012,371,4.4,3.5,1236,259,2.7,3.2,1363,220,6.4,5.2,1061,229,0,9,652,173,0,40.4
81506,9115,447,5.3,2,277,107,30.9,39.5,637,242,1.9,3.2,2115,305,7.5,5.1,1281,214,5.5,4.5,1638,306,3.3,2.8,1285,204,3,4.9,1882,225,0,25.2
81507,12567,517,6.3,2.4,786,195,20.6,16.7,446,168,35.3,23.6,3091,358,4.9,3.3,2008,282,6.4,4.6,2897,316,2.4,2.2,2007,215,0,6.1,1332,226,0,40
81520,10170,640,16.1,4,619,215,35.2,22.2,950,299,24.7,11.5,3836,436,16.8,5.9,1628,326,12.9,7.9,1547,302,9.2,6.8,982,176,4.6,9.3,608,147,0,63.2
81521,11603,541,8.1,2.4,1013,270,34.3,17.7,765,286,14.8,17.2,3925,401,5.2,3.6,2139,329,4.9,4.4,1760,308,6.6,6.2,1018,254,9.6,15.4,983,216,0,52.4
81522,25,41,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,13,21,-,**,12,20,-,**,0,12,-,**
81523,997,257,8.7,9.7,12,20,-,**,30,25,0,54.1,132,90,0,38.6,257,194,0,13.5,331,173,6,9.3,221,128,46.7,51.8,14,23,-,**
81524,1655,393,5.7,4.7,228,102,14,26.8,50,64,0,41.9,444,252,5.5,9.6,345,143,3.7,6.3,379,149,4.5,8.3,131,107,0,64.7,78,58,-,**
81525,724,237,9.4,12.9,51,50,-,**,12,21,-,**,395,199,13.4,17.9,104,60,0,26.3,70,64,0,42.8,23,36,-,**,69,77,-,**
81526,4453,302,4.9,2.3,217,71,0,38.3,182,69,5.9,9.4,1078,181,5.7,3.2,1116,226,5,5.8,934,187,4.3,3.7,472,92,4,6.9,454,118,0,66.3
81527,1542,265,5.3,3.5,31,29,-,**,58,61,0,38.9,385,141,0,10,354,156,4.5,7.4,270,117,18.8,14,311,154,0,38,133,112,0,85.6
81601,13084,703,6.1,1.9,826,186,19.2,12.5,1447,308,4.9,4.9,4688,478,6.2,2.9,2387,323,5.1,3.1,2258,354,5.9,4.5,813,183,3.7,5.6,665,170,0,42.8
81610,314,92,13.3,10,6,9,0,100,31,31,30.4,28.9,101,42,15.9,16,47,29,5.1,14.7,56,29,11.8,19.9,38,25,0,100,35,21,0,100
81611,8406,410,7,2.5,315,93,9.9,14.8,332,152,28.6,30.8,3039,328,5.8,4,1667,258,6.1,4.1,1493,246,3.1,3.2,1026,183,22.6,22.8,534,141,0,23.1
81612,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81615,2424,244,4.9,7,89,87,0,64.7,124,99,0,22.8,1174,264,7.8,10.4,376,187,0,11.2,378,193,0,15.7,283,160,0,32.7,0,12,-,**
81620,8609,582,4,2.7,527,201,15.5,21.1,1104,409,6.9,6.5,4414,574,3.5,4.1,1235,356,1.7,2.6,868,269,3.9,6.3,346,169,0,13.2,115,87,-,**
81621,5594,775,11.8,5.2,405,182,19.5,31.9,538,298,20,24.6,1861,463,7.7,5.7,1120,259,10.9,8.1,1001,282,4.9,4.7,493,174,6,9.3,176,126,90.8,18.9
81623,11161,681,7.2,2.4,862,232,20.2,14,372,137,0.6,1.1,4371,488,5.9,3,1998,388,5.7,5.4,2185,337,8.8,4.9,910,169,8.3,9.9,463,162,25,37.1
81624,1212,185,6.6,3.3,142,179,2.4,20.5,137,82,4.6,7.4,304,89,0,11.9,159,57,15.3,13.3,221,60,10.4,8.1,163,51,23.3,31.5,86,52,0,85.6
81625,9572,150,5.4,1.6,720,138,20.7,18.3,769,142,7,7.3,3100,150,5.8,2.6,1866,111,4.4,2.8,1695,86,2.4,1.9,876,47,2.1,2.9,546,50,0,60.5
81630,589,82,13.2,4.6,45,33,53.3,53.3,39,28,20.5,20.7,129,37,22.5,11.7,152,48,2.7,3.5,106,43,2.6,4.2,54,23,18.2,30.7,64,22,-,**
81631,6075,565,5.3,3.6,239,121,0,43.7,104,78,30.8,42.7,2910,494,2.6,4,1005,298,8,8.8,1196,293,8.7,10.2,375,179,0,11.1,246,130,-,**
81632,7310,775,1.7,1.5,481,192,0,22,492,230,0,7.7,3275,563,0.9,1.6,1405,390,1.7,2.7,859,200,2,3,634,149,15.1,17.1,164,134,0,74.1
81633,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81635,4968,494,5.7,2.6,486,174,25.9,25.5,210,124,0,14.4,1569,313,6.1,4.2,857,241,4.5,4.7,808,249,2.5,3.3,525,178,10.1,15.5,513,168,0,54.1
81637,5934,420,8,3.6,558,216,58.3,33.1,275,126,9.9,13.4,2710,394,6.2,5.1,1178,277,1.6,1.9,865,272,6.9,10.1,212,119,0,35.7,136,83,0,85.6
81638,189,88,0,20,0,12,-,**,3,6,0,100,50,40,0,41.9,14,17,0,79.3,94,75,0,38,13,14,0,100,15,21,0,98.9
81639,1826,189,4.1,3.2,131,55,9.4,13.5,72,62,0,36,614,129,3.1,3.1,428,107,3.5,5.3,355,84,0,12,146,66,0,50.1,80,37,100,66.3
81640,128,65,5.4,10.6,0,12,-,**,6,11,0,100,47,46,10.6,26.9,20,19,0,85.6,30,21,0,71.9,0,12,-,**,25,22,0,93.8
81641,2787,343,4.2,2.5,79,43,36.8,34.8,119,94,7.2,10.1,929,135,1.9,2.9,604,94,0,5.8,544,88,13.3,10,287,70,0,22.5,225,60,0,48.8
81642,121,91,0,33.5,0,12,-,**,20,27,-,**,0,12,-,**,24,26,0,60.5,17,27,0,71.9,60,49,0,50.9,0,12,-,**
81643,699,149,7.2,7.2,81,51,0,44.2,41,32,0,57.1,97,50,0,31,154,50,0,23.4,158,68,15.7,21,101,59,39.4,22.8,67,39,-,**
81645,999,228,3.3,2.2,7,8,-,**,88,57,11.9,13.5,422,125,3.4,3.6,279,141,1.3,2.7,83,44,0,38.6,109,75,0,48.1,11,11,-,**
81646,152,61,0,25.3,0,12,-,**,0,12,-,**,31,33,0,59.3,35,29,0,50.1,27,41,0,57.1,27,32,-,**,32,28,0,63.2
81647,5090,635,8.3,4,293,181,76.3,41.6,330,195,17.2,25.4,2033,303,6.3,5.5,1199,280,8.6,6.9,716,230,2.9,5.3,431,163,0,20.2,88,63,0,85.6
81648,2031,217,3,1.6,261,80,5.5,12.2,175,102,0,28.3,639,96,1.7,1.9,399,82,2.8,3.3,280,69,6.5,7.3,143,52,12.5,18.9,134,53,0,74.1
81649,227,70,1.6,2.7,8,10,-,**,17,14,0,93.8,108,41,3.1,5.5,49,30,0,42.4,25,14,0,61.8,12,9,0,93.8,8,11,0,100
81650,9791,779,8.9,2.8,647,212,42.4,20.3,971,387,20.4,15.4,4103,441,5.4,3.8,1717,292,6,5.1,1166,296,1.4,2.3,820,205,6.7,9.9,367,127,0,33.2
81652,3415,338,9.4,4,322,111,43.3,32.1,161,91,25.7,21,1191,182,5.3,4.6,598,148,6.7,5.6,777,246,6.1,4.8,225,75,22.5,32,141,64,0,79.3
81653,31,27,0,61.8,0,12,-,**,0,12,-,**,31,27,0,61.8,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81654,936,295,3.5,4.6,21,30,-,**,29,43,61.9,61.9,367,192,0,9.1,161,89,0,20.7,266,132,2.8,4.6,79,61,21.2,36.7,13,14,-,**
81655,29,44,0,55.1,0,12,-,**,0,12,-,**,29,44,0,55.1,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81656,323,220,0,12.3,20,30,-,**,0,12,-,**,131,163,0,23.6,70,51,0,41.5,58,58,0,38.9,28,22,0,89.4,16,25,0,100
81657,5279,301,5.8,5.4,130,119,0,56,505,217,2.1,3.7,2175,353,9.1,10.6,808,267,4.5,5.2,992,270,2.7,4.2,456,158,0,13.8,213,94,0,40.4
82063,21,21,0,95,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,9,15,0,95,3,5,-,**,9,11,-,**
84035,442,269,0,12.8,0,11,-,**,86,93,0,52.9,213,121,0,23.2,71,81,0,38.8,48,51,0,58.2,24,39,-,**,0,11,-,**
84078,19480,435,4.2,1.3,1619,162,10.5,6.5,1921,166,6.9,4.2,7862,269,3.2,1.5,2985,204,3,2.8,2558,118,4.3,4.3,1375,97,3,3.7,1160,69,0,42
